task_id,category,forecast_origin,outcome_available_at,evidence_url,evidence_published_at,content_sha256,is_estimated_date,reviewer,outcome_available_at_source,evidence_rationale,manual_review_eligible
A2F-CN_A-20260130-financial,A2,2026-01-30,2026-02-27,https://finance.yahoo.com/quote/000001.SZ/history,2026-02-27T07:00:00Z,131a4661c1df2b7d3f4556a6afdfc6e985d6fac804e305030d667cb487c1e239,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_financial_20260130. Adjusted close on 2026-02-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260130-pharma,A2,2026-01-30,2026-02-27,https://finance.yahoo.com/quote/000661.SZ/history,2026-02-27T07:00:00Z,ace7a23fe5de27000b36f41a8a182b98edf71f1c6a8deecccb9548ad6cda0f3b,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_pharma_20260130. Adjusted close on 2026-02-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260130-tech,A2,2026-01-30,2026-02-27,https://finance.yahoo.com/quote/000725.SZ/history,2026-02-27T07:00:00Z,3cf5f3d1ddec6ea2b0d28478756fdc51ad479a540d5c43d1df060f0fa5c0e1f4,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_tech_20260130. Adjusted close on 2026-02-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260331-consumer,A2,2026-03-31,2026-04-30,https://finance.yahoo.com/quote/000333.SZ/history,2026-04-30T07:00:00Z,48cef400f680a8b48f6262b98eb6b5a2c309c9c1bbc5753441c4a712e7329419,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_consumer_20260331. Adjusted close on 2026-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260331-financial,A2,2026-03-31,2026-04-30,https://finance.yahoo.com/quote/000001.SZ/history,2026-04-30T07:00:00Z,2e2fbbaf277bfdd1b158ff964ef9ca020cf4a6b84f3b7fd609841c588ba9f675,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_financial_20260331. Adjusted close on 2026-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260331-pharma,A2,2026-03-31,2026-04-30,https://finance.yahoo.com/quote/000661.SZ/history,2026-04-30T07:00:00Z,4ec9ab62902d743d658af3b85e70d67378cbbf3aaf87b24c440684542fc04a29,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_pharma_20260331. Adjusted close on 2026-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260331-tech,A2,2026-03-31,2026-04-30,https://finance.yahoo.com/quote/000725.SZ/history,2026-04-30T07:00:00Z,52b27eb019b0ab20cc039a71375b5ef3d390c3019f29b4d175e29f4dd130bfef,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_tech_20260331. Adjusted close on 2026-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260601-consumer,A2,2026-06-01,2026-07-01,https://finance.yahoo.com/quote/000333.SZ/history,2026-07-01T07:00:00Z,ae4a7b16ea38f58fee3616856556e1aeadfdf0d473701f486aee93a3de4625e0,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_consumer_20260601. Adjusted close on 2026-07-01 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260601-financial,A2,2026-06-01,2026-07-01,https://finance.yahoo.com/quote/000001.SZ/history,2026-07-01T07:00:00Z,e880c8128c483c0e4f39668cb7b91a3a293bbf096c151138d0adf4dfe2ad0b39,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_financial_20260601. Adjusted close on 2026-07-01 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260601-pharma,A2,2026-06-01,2026-07-01,https://finance.yahoo.com/quote/000661.SZ/history,2026-07-01T07:00:00Z,84d7d4bbb05ba987a796b32092a447e221fad8f26af7cb5311db99633b0fd3e4,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_pharma_20260601. Adjusted close on 2026-07-01 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-CN_A-20260601-tech,A2,2026-06-01,2026-07-01,https://finance.yahoo.com/quote/000725.SZ/history,2026-07-01T07:00:00Z,666ef9a41778bef744d032e4c77d1c7e0332fddf7a15683d0fdab1b42cd50a7a,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#CN_A_tech_20260601. Adjusted close on 2026-07-01 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20230630-communications,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/0700.HK/history,2023-07-28T08:00:00Z,89d09eb95822479272471e363e4efa40645271470f4e9aff005d84b82e73c605,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 9 symbols; cohort reference configs/universes_v1.json#HK_communications_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20230630-consumer,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/0175.HK/history,2023-07-28T08:00:00Z,bde3b31b41da75e0f34a4cc61948ba4ac7a393d741a18cbd10788fe093357a1c,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 7 symbols; cohort reference configs/universes_v1.json#HK_consumer_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20230630-financial,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/0005.HK/history,2023-07-28T08:00:00Z,2166f295ddfb1766533c411469a79ab7b297a95cc3fb90901b9f81a9ead1275e,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 11 symbols; cohort reference configs/universes_v1.json#HK_financial_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20230630-hk_bluechip,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/0005.HK/history,2023-07-28T08:00:00Z,2166f295ddfb1766533c411469a79ab7b297a95cc3fb90901b9f81a9ead1275e,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 11 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20230630-hk_tech,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/0285.HK/history,2023-07-28T08:00:00Z,2ce50860002e5b551051f46d377b47e26560ad9527935772ceca887b7322e095,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 11 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20230630-tech,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/0285.HK/history,2023-07-28T08:00:00Z,2ce50860002e5b551051f46d377b47e26560ad9527935772ceca887b7322e095,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 11 symbols; cohort reference configs/universes_v1.json#HK_tech_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20230929-hk_bluechip,A2,2023-09-29,2023-10-27,https://finance.yahoo.com/quote/0005.HK/history,2023-10-27T08:00:00Z,195d96f8a6f6c3e03fee24d913e769c35111897cda85a91d067ab608d2e33429,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20230929. Adjusted close on 2023-10-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20230929-hk_tech,A2,2023-09-29,2023-10-27,https://finance.yahoo.com/quote/0285.HK/history,2023-10-27T08:00:00Z,5c086f9dac971cf0f526a1d4f0b919516dc13734d48fa0f2ab66cd61ddde4534,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20230929. Adjusted close on 2023-10-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20231229-communications,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/0700.HK/history,2024-01-26T08:00:00Z,b058c8be363e94102aca5353448ee46b9f7edf37bdf34ceebe13b8a1cdebfe65,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 10 symbols; cohort reference configs/universes_v1.json#HK_communications_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20231229-consumer,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/0175.HK/history,2024-01-26T08:00:00Z,9d4a40843bfede675fb32600e46e04b518f7765690ceb873b306fd61e113c1dd,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 7 symbols; cohort reference configs/universes_v1.json#HK_consumer_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20231229-financial,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/0005.HK/history,2024-01-26T08:00:00Z,565f5d182dda1c1f6393a24d6aadf79a6d1c9311151eb99588a79b8e30d1aad0,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 11 symbols; cohort reference configs/universes_v1.json#HK_financial_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20231229-hk_bluechip,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/0005.HK/history,2024-01-26T08:00:00Z,565f5d182dda1c1f6393a24d6aadf79a6d1c9311151eb99588a79b8e30d1aad0,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20231229-hk_tech,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/0285.HK/history,2024-01-26T08:00:00Z,02c54e578464db86e5d3f29b372c69888c50b596bf93af0ce6bc702cf7890e6b,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20231229-tech,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/0285.HK/history,2024-01-26T08:00:00Z,02c54e578464db86e5d3f29b372c69888c50b596bf93af0ce6bc702cf7890e6b,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_tech_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20240329-hk_bluechip,A2,2024-03-29,2024-04-26,https://finance.yahoo.com/quote/0005.HK/history,2024-04-26T08:00:00Z,fcfa00214f7f81d219606bfe59e5c1b8cd8369d1788837ff5006810b58016664,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20240329. Adjusted close on 2024-04-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20240329-hk_tech,A2,2024-03-29,2024-04-26,https://finance.yahoo.com/quote/0285.HK/history,2024-04-26T08:00:00Z,46d365b40b72192d50c723798e6f854a2a18cde8d77a3560903668b930d83707,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20240329. Adjusted close on 2024-04-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20241231-hk_bluechip,A2,2024-12-31,2025-01-28,https://finance.yahoo.com/quote/0005.HK/history,2025-01-28T08:00:00Z,7a0e6feb07b9b32bd4d6aed7def99999d0340778852342c8e475b8561dc0c241,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20241231. Adjusted close on 2025-01-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20241231-hk_tech,A2,2024-12-31,2025-01-28,https://finance.yahoo.com/quote/0285.HK/history,2025-01-28T08:00:00Z,c263a4f1e86a93c5fb54772b085dd952719d670e53c43a77d055ef4b77e48a73,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20241231. Adjusted close on 2025-01-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20250331-hk_bluechip,A2,2025-03-31,2025-04-30,https://finance.yahoo.com/quote/0005.HK/history,2025-04-30T08:00:00Z,e2130d60482cfbe9cf59f079e02dec83e71339d127a53270b97d3671e8542e3d,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20250331. Adjusted close on 2025-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20250331-hk_tech,A2,2025-03-31,2025-04-30,https://finance.yahoo.com/quote/0285.HK/history,2025-04-30T08:00:00Z,a7b1f205649c6b6b1da3f593b3885f6b0d4c51b234138a006a4aea22e81fe7d4,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20250331. Adjusted close on 2025-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20250606-hk_bluechip,A2,2025-06-06,2025-07-04,https://finance.yahoo.com/quote/0005.HK/history,2025-07-04T08:00:00Z,ce65a95cc7d82c8b0c62cff63bed8ada524231005b8b405a27125cc2c399ae16,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20250606. Adjusted close on 2025-07-04 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20250606-hk_tech,A2,2025-06-06,2025-07-04,https://finance.yahoo.com/quote/0285.HK/history,2025-07-04T08:00:00Z,f0df23bab342d79061866e6353c43917015e6f01250c8ec91195351bbfe5ab09,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20250606. Adjusted close on 2025-07-04 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20250930-hk_bluechip,A2,2025-09-30,2025-10-30,https://finance.yahoo.com/quote/0005.HK/history,2025-10-30T08:00:00Z,a1c889c58dfca56559080f4dcec4ed4b6ecde80a5a7cbf65228aa6e5b63291f2,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20250930. Adjusted close on 2025-10-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20250930-hk_tech,A2,2025-09-30,2025-10-30,https://finance.yahoo.com/quote/0285.HK/history,2025-10-30T08:00:00Z,1bc5a5074010a53887d6aca5fced755bbb708fa0ed2175c59495665119965354,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20250930. Adjusted close on 2025-10-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20251231-hk_bluechip,A2,2025-12-31,2026-01-30,https://finance.yahoo.com/quote/0005.HK/history,2026-01-30T08:00:00Z,127b1f45001537bfc93904da3eee61cbacf57ec40288cbcbca39a87bbc13fd6a,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20251231. Adjusted close on 2026-01-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20251231-hk_tech,A2,2025-12-31,2026-01-30,https://finance.yahoo.com/quote/0285.HK/history,2026-01-30T08:00:00Z,1f90f27dc0f338fa8f7066390c2de332018078c7a31c64443493830f47174d09,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20251231. Adjusted close on 2026-01-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20260130-hk_bluechip,A2,2026-01-30,2026-02-27,https://finance.yahoo.com/quote/0005.HK/history,2026-02-27T08:00:00Z,82a9ed48cc8959e304b3299634556e07c99d1d07a1d6c1d836b9b76fe4d27e4a,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20260130. Adjusted close on 2026-02-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20260130-hk_tech,A2,2026-01-30,2026-02-27,https://finance.yahoo.com/quote/0285.HK/history,2026-02-27T08:00:00Z,a04c64d1f61f25b09158792b4d4f7eee2841ff0be3aba5b24022af8591b12536,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20260130. Adjusted close on 2026-02-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20260331-hk_bluechip,A2,2026-03-31,2026-04-30,https://finance.yahoo.com/quote/0005.HK/history,2026-04-30T08:00:00Z,70a940f1ab18f8f8f4aa82a821f2f8f3a5d39dd6d97e9ba80716cb337d0864ef,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20260331. Adjusted close on 2026-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20260331-hk_tech,A2,2026-03-31,2026-04-30,https://finance.yahoo.com/quote/0285.HK/history,2026-04-30T08:00:00Z,f75a2d1212882ebc62ee25b2f3e9c19eb6b6389acba2f810b9cf0f7afbd1bbe5,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20260331. Adjusted close on 2026-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20260601-hk_bluechip,A2,2026-06-01,2026-06-30,https://finance.yahoo.com/quote/0005.HK/history,2026-06-30T08:00:00Z,33c86681c14546041dcabeb698f1444f7539674e296dd91a7f532db8b2791c1e,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_bluechip_20260601. Adjusted close on 2026-06-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-HK-20260601-hk_tech,A2,2026-06-01,2026-06-30,https://finance.yahoo.com/quote/0285.HK/history,2026-06-30T08:00:00Z,7a77510397dde570f63d1cc0f77eb6fcde4b5c7c867c34d84f98e0bf9bd17774,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#HK_hk_tech_20260601. Adjusted close on 2026-06-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20230630-financial,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/AXP/history,2023-07-28T20:00:00Z,c14b431622662267775a999f134170a676d2058aa2efca5dba622e379d43127c,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 10 symbols; cohort reference configs/universes_v1.json#US_financial_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20230630-healthcare,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/ABBV/history,2023-07-28T20:00:00Z,645fdd3a3922fa704aa1218544ddd28ab492d90b93a5fcca32677421369d75e5,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_healthcare_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20230630-tech,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/ADBE/history,2023-07-28T20:00:00Z,88c0bb1388c1f4cc69d72ca891500fcf885d39b706a18a1f9e7cc1c204b37cbd,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 11 symbols; cohort reference configs/universes_v1.json#US_tech_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20230630-us_mega,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/AAPL/history,2023-07-28T20:00:00Z,4980b4f17fc39f151a169812039f4f6394cddd685efab5e83fa34714e986e345,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 10 symbols; cohort reference configs/universes_v1.json#US_us_mega_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20230630-us_tech,A2,2023-06-30,2023-07-28,https://finance.yahoo.com/quote/ADBE/history,2023-07-28T20:00:00Z,88c0bb1388c1f4cc69d72ca891500fcf885d39b706a18a1f9e7cc1c204b37cbd,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 11 symbols; cohort reference configs/universes_v1.json#US_us_tech_20230630. Adjusted close on 2023-07-28 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20230929-us_mega,A2,2023-09-29,2023-10-27,https://finance.yahoo.com/quote/AAPL/history,2023-10-27T20:00:00Z,0bc2af7cf563fd6644b1b2d7ec4ee721c7ae147e653f4d2a05c4c22fe9f33f68,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 10 symbols; cohort reference configs/universes_v1.json#US_us_mega_20230929. Adjusted close on 2023-10-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20230929-us_tech,A2,2023-09-29,2023-10-27,https://finance.yahoo.com/quote/ADBE/history,2023-10-27T20:00:00Z,f4cd684cc5ab430489202a58b71ddc1a776aaa4488cff8c9c3e548d30bd0a635,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_us_tech_20230929. Adjusted close on 2023-10-27 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20231229-financial,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/AXP/history,2024-01-26T21:00:00Z,2c2f2d94583f3bec50e60005bf9fdb9bcd7a62a1323518858ce41628dd180be7,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 10 symbols; cohort reference configs/universes_v1.json#US_financial_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20231229-healthcare,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/ABBV/history,2024-01-26T21:00:00Z,6db47eb3aba9d8f5bbbce2192dd4c8460a19a1fb4b0d2d34154feebf7228a677,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_healthcare_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20231229-tech,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/ADBE/history,2024-01-26T21:00:00Z,9a986e9fd365cddcc854fd6a8336960b1cc639b263fd38c8fa38479511f20d64,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_tech_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20231229-us_mega,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/AAPL/history,2024-01-26T21:00:00Z,baeb41382f94403c6c0dffbd010b8097a909b857aa91a5c28dc0a2aa6a932d66,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_us_mega_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20231229-us_tech,A2,2023-12-29,2024-01-26,https://finance.yahoo.com/quote/ADBE/history,2024-01-26T21:00:00Z,9a986e9fd365cddcc854fd6a8336960b1cc639b263fd38c8fa38479511f20d64,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_us_tech_20231229. Adjusted close on 2024-01-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20240329-us_mega,A2,2024-03-29,2024-04-26,https://finance.yahoo.com/quote/AAPL/history,2024-04-26T20:00:00Z,64e6dfb7aaf13d6f6cbc008063ce6e795960a65607afc69ddb0f7a5f7f603a1d,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_us_mega_20240329. Adjusted close on 2024-04-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20240329-us_tech,A2,2024-03-29,2024-04-26,https://finance.yahoo.com/quote/ADBE/history,2024-04-26T20:00:00Z,c82daa19daea08f005fa42cafd05c7cb440c737526abd8c504231190eaaafb8a,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_us_tech_20240329. Adjusted close on 2024-04-26 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20241231-us_mega,A2,2024-12-31,2025-01-30,https://finance.yahoo.com/quote/AAPL/history,2025-01-30T21:00:00Z,825a262f62a251967e568dace23aaa8b4e2051c51ecdd00f2458cf46bc14e07b,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_us_mega_20241231. Adjusted close on 2025-01-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20241231-us_tech,A2,2024-12-31,2025-01-30,https://finance.yahoo.com/quote/ADBE/history,2025-01-30T21:00:00Z,79bf924c7cba7c95fc9d36988b75d783bfe4cd2add6d83b5b14d9caacbe1d88e,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_us_tech_20241231. Adjusted close on 2025-01-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
A2F-US-20250331-us_mega,A2,2025-03-31,2025-04-30,https://finance.yahoo.com/quote/AAPL/history,2025-04-30T20:00:00Z,b01001ec7844217dd58e261eb2b5c373cb8ba774f881062c1821e27a264eeb4a,否,,observed_yahoo_forward_trading_day,Cohort ranking outcome uses latest observed forward close across 12 symbols; cohort reference configs/universes_v1.json#US_us_mega_20250331. Adjusted close on 2025-04-30 is the earliest public end-of-day price observation used for cohort_forward_close.,是
